quarter,n_answers,n_questions,within_question_cosine,overall_cosine,within_question_cosine_lo,within_question_cosine_hi
2018Q1,1177,509,0.43940173418990036,0.11648317091534523,0.4315859293617286,0.44701853084683457
2018Q2,1704,619,0.4513918855933202,0.12080393741934972,0.44540416490940726,0.45791916674488287
2018Q3,1294,576,0.4524184353532742,0.10488948798044637,0.4453297493128188,0.4593974208733931
2018Q4,1091,487,0.46303383771139384,0.11066978287026448,0.45475427031972454,0.4717736282755874
2019Q1,1030,404,0.4553356281283955,0.11314755901710545,0.447876128010904,0.46342843766946024
2019Q2,701,373,0.45558523521606065,0.11443483657179879,0.4451350470998189,0.46633334363116064
2019Q3,992,407,0.4525944705768286,0.12249633036384275,0.4442438258695768,0.46108818193215617
2019Q4,755,353,0.4504010367228592,0.1112088737078497,0.44065736965566116,0.4599747560235659
2020Q1,715,323,0.43378143952685677,0.11421476429222188,0.42390336382209165,0.44405933980728324
2020Q2,674,342,0.4415291358948356,0.11493958718919366,0.4307464419734415,0.45236397127661865
2020Q3,725,321,0.43676802713321666,0.11709292889529516,0.42786754372643676,0.44652098023643017
2020Q4,695,310,0.4301438346716931,0.11628012779791913,0.420845231726745,0.44009788362087204
2021Q1,735,337,0.4378049397651294,0.12717558024028097,0.42872803703809953,0.4470216019794654
2021Q2,852,373,0.439034738546927,0.11916617243464239,0.42993276434452676,0.4478063651747544
2021Q3,771,368,0.4427563862269111,0.11547612774492409,0.43330523926646475,0.4522805912265261
2021Q4,631,291,0.44665638217643266,0.12335243112703072,0.43623272808941976,0.45639844131028445
2022Q1,756,314,0.4340531009085024,0.11915344648322727,0.42511921742376,0.44331960491785344
2022Q2,845,339,0.4269393544054637,0.11564811657117949,0.41754810265661224,0.43697925259290066
2022Q3,1085,398,0.44149969141284895,0.11190588702416474,0.43377313761555586,0.4490598293720179
2022Q4,829,329,0.4211378406347361,0.11066621356683386,0.41149398836212747,0.43049791368599627
2023Q1,1631,561,0.4336678482087469,0.11579906316991884,0.4273626887291416,0.4405968626870885
2023Q2,1107,373,0.42388031331272347,0.11958942421676635,0.4160081847077332,0.43132559785313224
2023Q3,1671,563,0.426613425176593,0.12262847432116006,0.4204634486638269,0.43336534309217056
2023Q4,2094,676,0.4365444176924856,0.12848319895787322,0.43091193735333166,0.4418203804805802
2024Q1,2196,643,0.4245273880631382,0.12218814215137971,0.4187980491459272,0.4299882010288094
2024Q2,1876,607,0.43822572066792115,0.12810818303581262,0.4321961892300818,0.4442475234063521
2024Q3,1839,556,0.4363277820429264,0.1256192612536363,0.4299658303549749,0.4423515546118045
2024Q4,2119,620,0.44076260677229745,0.1412237123137088,0.4350117302402074,0.4462313636983022
2025Q1,1539,466,0.44161522453032237,0.12498717022973434,0.4358263935452444,0.4482967024723676
2025Q2,1514,445,0.4363053162645147,0.13068229357620426,0.42970597923963466,0.4424261849376807
2025Q3,1466,435,0.4395349804453528,0.12765012062707595,0.4333715557298632,0.4465070959170635
2025Q4,1346,361,0.4402582190663051,0.12729467633984015,0.4336698810749015,0.4468424341286328
2026Q1,1619,495,0.4624708002650773,0.13280071320317638,0.4552701591041912,0.46941452912383547
2026Q2,1325,357,0.4420334647998866,0.13326652228066407,0.435328252957766,0.44882035802474907
