quarter,n_answers,n_questions,within_question_cosine,overall_cosine,within_question_cosine_lo,within_question_cosine_hi
2023Q1,1431,867,0.43228174982662143,0.06028584202382463,0.4241228271285061,0.43981775318995475
2023Q2,1103,696,0.43769133900475576,0.059206747368087016,0.42876149332957314,0.4474181371470931
2023Q3,1052,661,0.4349711030309773,0.06247405183592848,0.42530789816626197,0.44535084583105217
2023Q4,1268,728,0.41989351358440363,0.0637168608958751,0.4103306181851502,0.4288150777422531
2024Q1,1196,676,0.4226551042042994,0.06841014827743329,0.41387877628710834,0.43145044543144506
2024Q2,1113,650,0.4285418644563499,0.06465915866451838,0.41919297133150973,0.4368537679347181
2024Q3,891,529,0.4224021446321922,0.07007113398935753,0.4122548115095055,0.4332197060133477
2024Q4,854,496,0.42041809872283625,0.06532840152606942,0.4101170642856647,0.43086256904307374
2025Q1,809,470,0.4426965830219789,0.07018155983534853,0.43309415489670966,0.45324054990264145
2025Q2,582,347,0.40644703593307535,0.07010887763721131,0.39490360384153833,0.41910347478792764
2025Q3,510,298,0.4367875366556412,0.07750066805214206,0.424052075727507,0.4491858171337098
2025Q4,451,285,0.4227020110484496,0.07057306070254761,0.4093371579695115,0.43662700108875985
2026Q1,404,257,0.41345030576459524,0.07040909356918841,0.3981552501555244,0.42822053192697307
2026Q2,299,190,0.4233439194240849,0.0732204540663327,0.4062862793215366,0.43986373374684096
